emp_no,first_name,last_name,birth_date,from_date,to_date,title,dept_name
73903,Bartek,Cappello,1/29/1965,7/28/1988,1/2/1993,Engineer,Development
73794,Aiichiro,Castellani,1/26/1965,8/26/1985,8/19/1987,Engineer,Development
73743,Anneke,Bernardeschi,1/15/1965,10/15/2000,1/1/9999,Engineer,Customer Service
73516,Qingxiang,Badache,1/14/1965,6/25/1989,1/1/9999,Engineer,Production
73233,Shigeo,Merey,1/15/1965,7/30/1985,1/1/9999,Senior Engineer,Production
73076,Froduald,Feldhoffer,1/22/1965,3/16/1993,1/1/9999,Senior Engineer,Development
72918,Takahira,Szilard,1/22/1965,1/16/1988,1/1/9999,Staff,Sales
72640,Honglan,Hutton,1/24/1965,10/4/1993,1/1/9999,Engineer,Quality Management
72232,Naraig,Veldwijk,1/10/1965,7/10/1989,1/1/9999,Senior Engineer,Quality Management
72194,Feiyu,Siepmann,1/26/1965,10/1/1998,1/1/9999,Senior Engineer,Production
72190,Sajjad,Waeselynck,1/19/1965,9/13/1999,1/1/9999,Engineer,Development
71745,Adil,Laventhal,1/2/1965,5/13/1992,1/1/9999,Engineer,Development
71710,Hitomi,Takanami,1/31/1965,12/15/1997,1/1/9999,Assistant Engineer,Development
71685,Kristinn,Olano,1/1/1965,10/3/1989,1/1/9999,Senior Engineer,Production
71334,Cathie,Peck,1/15/1965,3/4/2001,1/1/9999,Engineer,Research
71243,Kinh,Buchter,1/10/1965,3/29/1986,1/1/9999,Senior Engineer,Production
71188,Pranjal,Schapiro,1/2/1965,12/14/1986,1/1/9999,Staff,Sales
71141,Sajjad,Vitiello,1/2/1965,2/17/1992,1/1/9999,Staff,Human Resources
71066,Domenick,Basart,1/27/1965,1/5/1996,1/1/9999,Senior Staff,Sales
70990,Arumugam,Nitta,1/22/1965,3/23/1990,1/1/9999,Senior Engineer,Production
70780,Behnaam,Angelov,1/27/1965,1/29/1995,7/20/1999,Assistant Engineer,Development
70469,Tru,Miyakawa,1/12/1965,9/3/1990,1/1/9999,Senior Staff,Marketing
69936,Lalit,Unni,1/23/1965,12/6/1998,1/31/1999,Assistant Engineer,Development
69878,Chinya,Cooke,1/24/1965,1/29/1997,1/1/9999,Engineer,Development
69867,Miyeon,Rothe,1/22/1965,4/9/1991,1/1/9999,Staff,Sales
69219,Shuky,Redmiles,1/9/1965,11/19/1994,1/1/9999,Senior Staff,Marketing
69052,Shietung,Shrader,1/26/1965,8/5/1995,1/1/9999,Senior Staff,Sales
68648,Jaques,DiGiano,1/25/1965,4/1/1992,1/1/9999,Technique Leader,Development
68633,Chinhyun,Rassart,1/28/1965,7/29/1993,1/1/9999,Senior Engineer,Production
68608,Yucai,Seghrouchni,1/26/1965,6/9/1989,1/1/9999,Engineer,Production
68416,Munenori,Debuse,1/27/1965,11/8/1990,1/1/9999,Senior Engineer,Production
68263,Fumiko,Bodoff,1/16/1965,12/19/1991,7/11/1993,Staff,Sales
68168,Marl,Thiria,1/14/1965,3/18/1987,12/31/1996,Staff,Customer Service
68022,Kristinn,Pearson,1/12/1965,5/7/1995,6/26/1999,Staff,Customer Service
67934,Aiman,Gargeya,1/7/1965,3/7/1985,1/1/9999,Engineer,Production
67548,Fumitaka,Roohalamini,1/11/1965,6/27/1998,1/1/9999,Staff,Human Resources
67320,Sadok,Lorys,1/18/1965,5/10/1987,1/1/9999,Senior Staff,Marketing
66807,Aiman,Rosaz,1/21/1965,5/22/1990,1/1/9999,Engineer,Development
66757,Yonghong,Baig,1/16/1965,4/10/1999,1/1/9999,Staff,Marketing
66702,Deniz,Thibadeau,2/1/1965,9/27/1994,1/1/9999,Senior Engineer,Development
66643,Jianhao,Tomescu,1/18/1965,8/26/1996,1/1/9999,Engineer,Production
66530,Dung,Leaver,1/29/1965,4/4/1998,1/1/9999,Staff,Research
66382,Domenico,Candan,1/4/1965,7/13/1997,1/1/9999,Engineer,Production
65998,Mandell,Alameldin,1/9/1965,4/8/1989,1/1/9999,Staff,Sales
65883,Patricia,Pepe,1/7/1965,4/19/1991,1/1/9999,Staff,Sales
65539,Aksel,Picaronny,1/23/1965,1/27/1991,1/1/9999,Senior Engineer,Development
65171,Jeane,Tasistro,1/25/1965,7/6/1994,1/1/9999,Technique Leader,Production
65013,Chandrasekaran,Peral,1/3/1965,2/28/1985,12/14/2001,Senior Engineer,Development
64984,Eldridge,Eldridge,1/6/1965,6/24/1986,8/4/1994,Engineer,Production
64828,Krister,Pappas,1/27/1965,9/30/1999,1/1/9999,Staff,Sales
64790,Shin,Piveteau,1/29/1965,4/19/1985,1/1/9999,Senior Engineer,Development
64632,Zsolt,Brender,1/7/1965,2/21/1996,1/1/9999,Senior Staff,Sales
64532,Atilio,Segond,1/23/1965,11/29/1990,1/1/9999,Senior Engineer,Production
64487,Tsutomu,Rebaine,1/27/1965,9/17/1986,1/1/9999,Senior Engineer,Quality Management
64431,Faiza,Zongker,1/25/1965,12/10/1995,12/3/2001,Technique Leader,Production
64209,Golgen,Schoegge,1/24/1965,2/26/1988,1/1/9999,Senior Staff,Customer Service
64023,Laurentiu,Benzmuller,1/11/1965,11/8/1999,1/1/9999,Senior Engineer,Development
63706,Sedat,Itzigehl,1/26/1965,7/31/1997,1/1/9999,Engineer,Development
63631,Falguni,Cherinka,1/22/1965,9/8/1986,10/15/1987,Senior Engineer,Production
63566,Heekeun,Slaats,1/31/1965,1/12/1999,1/1/9999,Senior Staff,Sales
63444,Padma,Peres,1/19/1965,2/20/1985,12/22/1994,Staff,Finance
63441,Hinrich,Scallan,1/15/1965,4/4/1999,1/1/9999,Staff,Human Resources
63419,Hiroyasu,Seuren,1/14/1965,3/5/1989,1/1/9999,Senior Engineer,Production
63294,Tetsushi,Tanemo,1/23/1965,3/1/1997,1/1/9999,Engineer,Production
62384,Akeel,Litzler,1/2/1965,10/23/1999,12/21/2001,Senior Staff,Research
62245,Adel,Bressoud,1/1/1965,8/30/1995,1/1/9999,Engineer,Development
62167,Mihalis,Haldar,1/25/1965,5/11/1998,2/3/2001,Senior Engineer,Production
62046,Karlis,Nanard,1/31/1965,9/19/1992,1/1/9999,Senior Engineer,Production
62033,Heeju,Cappelli,1/24/1965,1/15/1987,1/1/9999,Engineer,Production
61983,Sastry,Reeken,1/18/1965,7/24/1990,5/17/1992,Staff,Sales
61873,Woody,Rusmann,1/19/1965,2/26/1993,1/1/9999,Assistant Engineer,Quality Management
61680,Hauke,Templeman,1/24/1965,10/23/1991,2/21/1999,Staff,Sales
61541,Kasidit,Papsdorf,1/8/1965,8/17/1993,1/1/9999,Senior Engineer,Development
61377,Dannz,Ohori,1/1/1965,4/13/1997,1/1/9999,Senior Staff,Production
61253,Cheong,Uhrik,1/9/1965,5/9/2002,1/1/9999,Engineer,Research
61147,Leszek,Werthner,1/30/1965,3/3/1999,1/1/9999,Staff,Marketing
60959,Tetsushi,Sridhar,1/9/1965,1/12/1989,10/19/1989,Senior Staff,Sales
60875,Rildo,Masaki,1/21/1965,1/14/1990,1/1/9999,Engineer,Quality Management
60845,Bedir,Siegrist,1/14/1965,5/13/1997,1/1/9999,Engineer,Production
60821,Moty,Mersereau,1/2/1965,9/3/1991,1/1/9999,Staff,Human Resources
60559,Jeanna,Stemann,1/19/1965,8/29/1988,1/1/9999,Engineer,Production
60238,Erzsebet,Claffy,1/23/1965,3/3/1997,2/19/1999,Staff,Sales
60091,Surveyors,Bade,2/1/1965,4/11/1990,1/1/9999,Staff,Customer Service
60000,Heekeun,Emmart,1/16/1965,9/23/1995,1/1/9999,Engineer,Development
59966,Steen,Salvesen,1/28/1965,2/3/1993,1/1/9999,Technique Leader,Production
59869,Zsolt,Riefers,2/1/1965,9/25/1987,1/1/9999,Senior Staff,Marketing
59661,Saeko,Baik,1/9/1965,5/23/1996,10/11/1997,Staff,Research
59640,Zita,Hiltgen,1/18/1965,1/26/1999,1/1/9999,Staff,Finance
59329,Zissis,Bazzichi,1/15/1965,2/7/1987,1/25/1991,Staff,Sales
59195,Ronnie,Pollock,1/8/1965,6/19/1990,1/1/9999,Technique Leader,Development
58990,Palash,Trelles,1/4/1965,11/18/1998,1/1/9999,Engineer,Development
58819,Gennady,Liesche,1/4/1965,12/2/1987,1/1/9999,Senior Staff,Sales
58601,Sungwon,Asser,1/6/1965,1/27/2000,4/1/2000,Staff,Sales
58497,Yechiam,Cairo,1/22/1965,10/21/2000,1/1/9999,Senior Staff,Marketing
58454,Ziya,Zambonelli,1/25/1965,6/29/1999,1/1/9999,Engineer,Production
58384,Mariusz,Vural,1/22/1965,11/14/1993,1/1/9999,Engineer,Development
58217,Kiyotoshi,Kusalik,1/30/1965,11/19/1998,6/26/1999,Engineer,Quality Management
58147,Shigenori,Sullins,1/9/1965,2/24/1988,1/1/9999,Senior Staff,Marketing
58141,Bezalel,Karner,1/5/1965,9/27/1994,1/1/9999,Staff,Finance
57982,Paloma,Benzaken,1/29/1965,10/17/1989,9/11/1998,Senior Staff,Human Resources
57934,Sanjoy,Boudaillier,1/25/1965,12/27/1989,1/1/9999,Engineer,Development
56847,Menkae,Chinin,1/14/1965,8/27/1998,1/1/9999,Senior Engineer,Quality Management
56829,Nagui,Gruenwald,1/9/1965,6/14/1997,1/1/9999,Engineer,Quality Management
56682,Roded,Picco,1/28/1965,11/6/1993,1/1/9999,Assistant Engineer,Development
56428,Olivera,Hanabata,1/27/1965,11/10/1986,1/1/9999,Staff,Sales
56415,Sigeru,Nivat,1/30/1965,10/24/1991,1/1/9999,Staff,Finance
56209,Remzi,Douceur,1/19/1965,12/1/1992,1/1/9999,Senior Engineer,Production
56105,Makato,Remmers,1/11/1965,4/16/1989,1/1/9999,Senior Engineer,Development
55857,Adin,Scallan,1/18/1965,9/15/1987,1/1/9999,Staff,Sales
55799,Jianwen,Litzler,1/23/1965,6/17/1987,1/1/9999,Engineer,Production
55687,Shih,Lindqvist,1/2/1965,3/29/1995,1/1/9999,Senior Engineer,Development
55670,Ulf,Ranft,1/30/1965,2/26/1996,5/17/1996,Senior Staff,Sales
55640,Adit,Syrotiuk,1/25/1965,7/16/1993,1/1/9999,Senior Engineer,Production
55121,Toshiko,Alblas,1/12/1965,7/20/1995,7/23/1996,Engineer,Production
54800,Breannda,Cangellaris,1/13/1965,1/27/2000,1/1/9999,Staff,Sales
54795,Sumant,Nergos,1/29/1965,3/2/1994,1/1/9999,Senior Staff,Production
54632,Etsuo,Serot,1/19/1965,6/14/1989,1/1/9999,Staff,Finance
54198,Shaowen,Segond,1/1/1965,1/6/1986,1/1/9999,Senior Engineer,Development
53924,Arnould,Gaughan,1/27/1965,1/23/1991,1/1/9999,Engineer,Production
53891,Olivera,Pargaonkar,1/23/1965,3/13/1989,3/29/1992,Staff,Human Resources
53874,Bodo,Schade,1/23/1965,2/14/1986,1/1/9999,Staff,Marketing
53746,Manu,Erva,1/21/1965,3/17/1989,4/29/1993,Staff,Sales
53597,Jiafu,Marchegay,1/30/1965,3/2/1985,1/1/9999,Senior Engineer,Development
53499,Zdislav,Mandelberg,1/20/1965,9/11/1994,1/1/9999,Senior Engineer,Production
53431,Sham,Vasanthakumar,1/12/1965,5/24/1993,1/1/9999,Senior Staff,Customer Service
53314,Eberhardt,Carrera,1/6/1965,2/23/1999,1/1/9999,Staff,Research
53278,Premsyl,Lortz,1/31/1965,2/1/1993,1/1/9999,Staff,Sales
53088,Mechthild,Lamma,1/25/1965,5/19/1986,6/3/1993,Senior Engineer,Production
52970,Lobel,Werthner,1/22/1965,3/17/1988,1/1/9999,Engineer,Production
52956,Khalil,Picci,1/31/1965,3/21/1987,11/24/1998,Engineer,Production
52778,Alain,Penn,1/15/1965,5/3/1986,1/1/9999,Technique Leader,Quality Management
52770,Shugo,Yurek,1/31/1965,8/28/1992,1/1/9999,Senior Staff,Sales
52639,Arup,Colorni,1/9/1965,2/5/1996,1/1/9999,Senior Staff,Sales
52599,Augustine,Mungall,1/25/1965,1/13/1994,1/1/9999,Engineer,Customer Service
52590,Jouni,Munoz,1/21/1965,11/26/1995,10/7/1996,Senior Staff,Research
52386,Adas,Denti,1/28/1965,5/30/1986,1/1/9999,Staff,Sales
52283,Trygve,Krupka,1/20/1965,3/11/1994,1/1/9999,Staff,Research
52040,Phule,Heijenga,1/14/1965,12/8/1996,1/1/9999,Staff,Development
52038,Chikako,Armand,1/13/1965,5/18/1985,1/1/9999,Senior Engineer,Production
51868,Remmert,Munke,1/19/1965,9/22/1991,5/19/1998,Assistant Engineer,Development
51502,Slavian,Munawer,1/29/1965,8/6/1999,9/4/2001,Senior Staff,Sales
51142,Rosine,Lakshmanan,1/29/1965,1/31/1986,1/1/9999,Senior Engineer,Development
51118,Fumiko,Mundy,1/17/1965,9/22/1998,8/20/2001,Staff,Sales
51060,Youngkon,Rohrbach,1/15/1965,10/20/1989,1/1/9999,Senior Engineer,Development
51057,Theirry,Albarhamtoshy,1/29/1965,9/27/1991,1/1/9999,Senior Staff,Marketing
51036,Chriss,Fasbender,1/29/1965,5/23/1995,1/1/9999,Staff,Sales
50831,Marie,Khalid,1/6/1965,10/27/1990,6/11/1996,Senior Engineer,Development
50670,Boguslaw,Snedden,1/30/1965,2/20/1985,1/1/9999,Staff,Marketing
50587,Slavian,Yemenis,1/26/1965,8/6/1993,11/18/1994,Technique Leader,Development
50453,Aron,Harbusch,1/12/1965,10/2/1997,1/1/9999,Staff,Finance
50360,Sumali,Kushner,1/18/1965,10/30/1999,10/29/2001,Engineer,Development
50311,Mooi,Stafford,1/24/1965,10/6/1996,1/1/9999,Senior Engineer,Quality Management
50293,Xinan,Rindone,1/26/1965,10/8/1996,1/1/9999,Engineer,Production
49477,Baocai,Leaver,1/14/1965,8/5/1998,1/1/9999,Senior Staff,Human Resources
49464,Siddarth,Cappelletti,1/14/1965,9/10/1999,1/1/9999,Staff,Sales
49177,Tze,Bach,1/3/1965,3/9/1999,1/1/9999,Engineer,Production
49119,Lena,Peek,1/9/1965,5/16/1991,1/1/9999,Engineer,Production
49017,Filipp,Flanders,1/7/1965,11/26/1990,1/1/9999,Engineer,Development
49010,Kazuhisa,Benantar,1/16/1965,3/30/1990,1/1/9999,Senior Staff,Marketing
48947,Filipp,Akaboshi,1/5/1965,5/20/1992,1/1/9999,Senior Staff,Sales
48904,Yuichiro,Malabarba,1/23/1965,3/7/1994,1/1/9999,Staff,Finance
48882,Leen,Lamparter,1/28/1965,6/7/1993,1/1/9999,Senior Engineer,Production
48690,Hitomi,Schaap,1/12/1965,9/27/1999,1/1/9999,Staff,Human Resources
48275,Sariel,Massonet,1/29/1965,11/20/1987,1/1/9999,Senior Staff,Sales
47708,Edwin,Haldar,1/5/1965,7/12/1995,1/1/9999,Senior Staff,Marketing
47702,Juyoung,Vieri,1/21/1965,8/12/1991,1/1/9999,Senior Staff,Sales
47515,Naraig,Jenevein,1/26/1965,1/18/1987,1/1/9999,Senior Engineer,Development
47262,Gonzalo,Binkley,1/10/1965,8/16/1985,1/1/9999,Engineer,Development
47139,Marco,Usdin,1/25/1965,10/29/1996,1/1/9999,Engineer,Development
47016,Toong,Litecky,1/3/1965,3/1/1989,1/1/9999,Staff,Customer Service
46943,Pasqua,Maraist,1/31/1965,12/6/1993,1/1/9999,Senior Engineer,Development
46834,Tooru,Daescu,1/22/1965,3/20/1998,1/1/9999,Senior Staff,Sales
46811,Junsik,Berendt,1/10/1965,4/27/1988,1/1/9999,Senior Engineer,Production
46531,Yaghout,Peng,1/30/1965,10/2/1995,10/7/1997,Assistant Engineer,Development
46328,Wuxu,Trogemann,1/5/1965,1/27/1997,1/1/9999,Senior Staff,Sales
46222,Mrinalini,Strooper,1/20/1965,3/5/1990,9/4/1992,Staff,Sales
46015,Weiye,Masand,1/19/1965,7/24/1995,1/29/2002,Staff,Sales
46000,Zhaofang,Penn,1/26/1965,7/24/1997,1/1/9999,Staff,Customer Service
45590,Masoud,Genin,1/21/1965,2/16/1991,6/1/1994,Technique Leader,Quality Management
45162,Dulce,Speel,1/11/1965,10/19/1987,1/1/9999,Engineer,Development
44962,Sariel,Wynblatt,1/16/1965,5/18/1996,1/1/9999,Assistant Engineer,Development
44959,Volkmar,Uhrik,1/21/1965,1/16/1988,1/1/9999,Senior Engineer,Production
44900,Mark,Schwaller,1/5/1965,8/10/1994,1/1/9999,Senior Staff,Marketing
44540,Mingzeng,Sadowski,1/16/1965,11/12/1989,1/1/9999,Senior Engineer,Development
44265,Maria,Eppinger,1/24/1965,1/30/1997,1/1/9999,Engineer,Development
44054,Alenka,Ritcey,1/18/1965,2/9/1997,1/1/9999,Engineer,Development
43848,Phillip,Oxenboll,1/11/1965,5/26/1999,1/1/9999,Engineer,Production
43733,Huei,Boguraev,1/26/1965,12/31/1993,1/1/9999,Senior Staff,Human Resources
43358,Ottavia,Mitsuhashi,1/7/1965,8/18/1989,7/13/1996,Staff,Marketing
43154,Maha,Waterhouse,1/13/1965,7/4/1997,1/1/9999,Staff,Finance
42955,Yucel,Lortz,1/12/1965,2/21/1995,1/1/9999,Engineer,Quality Management
42950,Shaleah,Eickenmeyer,1/22/1965,10/9/1993,1/1/9999,Senior Staff,Research
42911,Brigham,Eterovic,1/29/1965,10/8/1994,1/1/9999,Senior Engineer,Production
42778,Shuji,Remmers,1/19/1965,12/18/1987,1/1/9999,Senior Staff,Human Resources
41609,Yucai,Simmen,1/4/1965,10/13/1987,1/1/9999,Senior Staff,Sales
41552,Uno,Heyers,1/3/1965,9/28/1990,11/29/2001,Engineer,Development
41520,Xiong,Uhrik,1/20/1965,3/21/1988,1/1/9999,Senior Engineer,Development
41518,Keung,Schapiro,1/11/1965,2/8/2001,1/1/9999,Senior Engineer,Production
41357,Willard,Vernadat,1/6/1965,3/4/1997,1/1/9999,Engineer,Development
41137,Bikash,Buchter,1/20/1965,1/8/1996,1/1/9999,Staff,Customer Service
41114,Petter,Thummel,1/25/1965,12/24/1995,1/1/9999,Technique Leader,Production
40983,Marla,Cherinka,1/17/1965,12/1/1986,1/1/9999,Technique Leader,Development
40785,Youpyo,Castellani,1/31/1965,9/4/1998,10/14/1999,Engineer,Production
40773,Shimshon,Aingworth,1/9/1965,4/13/1986,1/1/9999,Senior Staff,Customer Service
40765,Michaela,Ramsak,1/1/1965,12/21/1992,1/1/9999,Senior Staff,Research
40648,Wayne,Erev,1/23/1965,9/19/1990,2/2/1993,Staff,Finance
40536,Harngdar,Bernardinello,1/20/1965,2/29/1988,1/1/9999,Senior Engineer,Development
40301,Spyrose,Felder,1/20/1965,10/20/1997,1/1/9999,Senior Engineer,Customer Service
40283,Sudhanshu,Boissier,1/7/1965,5/11/1985,1/1/9999,Senior Engineer,Development
40269,Toshiki,Ghazalie,1/10/1965,12/5/1991,1/1/9999,Senior Staff,Sales
39952,Otmar,Sudbeck,1/2/1965,7/22/1998,1/1/9999,Staff,Sales
39341,Mahmut,Lampe,1/1/1965,5/11/1985,1/1/9999,Senior Engineer,Production
39301,Rimon,Kawashima,1/7/1965,2/6/1992,1/1/9999,Staff,Research
39268,Constantijn,Awdeh,1/10/1965,10/20/1987,6/10/1990,Engineer,Production
39036,Changho,Cappelli,1/8/1965,5/4/1996,1/1/9999,Staff,Human Resources
39000,Martijn,Vendrig,1/8/1965,3/3/1997,1/1/9999,Staff,Research
38947,Shuichi,Ruemmler,1/25/1965,3/8/1991,4/8/1998,Senior Staff,Human Resources
38593,Huei,Orsini,1/14/1965,6/4/1986,1/1/9999,Engineer,Production
38550,JoAnne,Baez,1/14/1965,2/16/1987,1/1/9999,Senior Engineer,Quality Management
38168,Fumiko,Deverell,1/14/1965,8/15/1987,1/1/9999,Staff,Sales
38103,Masasuke,Babu,1/12/1965,3/31/1988,1/1/9999,Engineer,Production
38043,Michaela,Randi,1/5/1965,11/23/1985,1/1/9999,Senior Engineer,Development
38017,Ulf,Himler,1/24/1965,1/2/1994,8/5/1995,Staff,Sales
37945,Suzette,Butterworth,1/2/1965,2/19/1994,1/1/9999,Senior Engineer,Development
37719,Nakhoon,Buescher,1/31/1965,6/12/1988,1/17/1999,Assistant Engineer,Production
37592,Berni,Stranks,2/1/1965,11/5/1985,9/19/1992,Engineer,Development
37070,Jeong,Undy,1/22/1965,2/13/1985,1/1/9999,Staff,Customer Service
36982,Kotesh,Rajala,1/22/1965,6/23/1992,1/1/9999,Engineer,Quality Management
36844,Hailing,Levergood,1/1/1965,1/12/2000,1/1/9999,Staff,Customer Service
36733,Uma,Reinhard,1/4/1965,11/1/1997,1/1/9999,Staff,Customer Service
36626,Fen,Genin,1/2/1965,5/9/1986,1/1/9999,Senior Staff,Sales
36521,Serif,Gladwell,1/21/1965,3/6/1987,1/1/9999,Staff,Finance
35798,Ulf,Oberman,1/29/1965,3/15/1997,1/1/9999,Senior Engineer,Development
35793,Oscar,Kusalik,1/1/1965,5/11/1991,1/1/9999,Senior Staff,Customer Service
35642,Ashish,Talmon,1/30/1965,2/28/1999,1/1/9999,Engineer,Quality Management
35441,Chandrasekaran,Peek,1/31/1965,9/17/1990,1/1/9999,Senior Engineer,Research
35087,Leif,Ashish,1/17/1965,10/14/1994,1/1/9999,Senior Staff,Customer Service
35044,Jiang,Waschkowski,1/4/1965,5/27/1989,1/1/9999,Senior Engineer,Production
34936,Bokyung,Stamatiou,1/12/1965,2/12/1991,1/1/9999,Technique Leader,Production
34788,Ennio,Babu,1/27/1965,8/31/1994,1/1/9999,Senior Engineer,Production
34780,Moni,Kohling,1/16/1965,9/18/2001,1/1/9999,Staff,Sales
34533,Erzsebet,Shigei,1/10/1965,1/16/1995,1/1/9999,Senior Engineer,Quality Management
34505,Felicidad,Kumaresan,1/28/1965,9/6/1994,1/1/9999,Staff,Sales
34452,Naftaly,Foong,1/8/1965,5/10/1991,1/1/9999,Engineer,Production
34446,Chinhyun,Bauknecht,1/31/1965,12/19/1986,1/1/9999,Senior Engineer,Development
34261,Kyoichi,Callaway,1/5/1965,12/30/1990,1/1/9999,Staff,Human Resources
34077,Angel,Sichman,1/8/1965,11/16/1988,1/1/9999,Staff,Sales
33722,Anwar,Collette,1/15/1965,3/22/1994,2/3/2001,Senior Engineer,Development
33606,Clyde,Swift,1/2/1965,11/14/1994,12/29/1996,Staff,Marketing
33293,Adamantios,Vanwelkenhuysen,2/1/1965,1/11/1994,8/18/2000,Engineer,Development
33215,Steen,Fasbender,1/29/1965,2/14/1993,1/1/9999,Technique Leader,Production
33025,Jessie,Thorelli,1/12/1965,12/16/1999,1/1/9999,Senior Staff,Customer Service
32844,Tadahiko,Melton,1/23/1965,1/7/1995,1/1/9999,Engineer,Development
32714,Radoslaw,Maliniak,1/16/1965,11/17/1997,9/18/2001,Staff,Sales
32649,Ingmar,Nannarelli,1/12/1965,6/10/1988,1/1/9999,Senior Staff,Research
32622,Piyush,Paciorek,1/23/1965,7/18/1991,8/7/1991,Staff,Human Resources
32552,Atreye,Stanger,1/17/1965,9/10/1993,1/1/9999,Engineer,Development
32347,Terresa,Peres,1/8/1965,9/15/1990,1/1/9999,Staff,Marketing
31909,Murthy,Peek,1/10/1965,7/19/1994,10/30/2000,Engineer,Development
31629,Toong,Veldwijk,1/24/1965,7/28/1986,4/26/1996,Engineer,Production
31599,Qingxiang,Gewali,1/5/1965,9/22/1997,12/1/1998,Engineer,Production
31568,Mark,Lalonde,1/10/1965,11/24/1996,1/1/9999,Staff,Marketing
31514,Harngdar,Schapire,1/13/1965,11/9/1996,1/1/9999,Senior Engineer,Development
31341,Oksana,Zultner,1/1/1965,3/23/1991,1/1/9999,Staff,Finance
31207,Abdelwaheb,Dulin,1/30/1965,8/5/1993,1/1/9999,Senior Engineer,Production
31188,Leandro,Gist,1/12/1965,2/3/1993,1/1/9999,Technique Leader,Production
31170,Tuval,Waleschkowski,1/8/1965,10/16/1987,12/14/1988,Senior Staff,Research
31147,Divine,Sidhu,1/4/1965,7/5/1989,1/1/9999,Senior Staff,Finance
30938,Yakkov,Samarati,1/6/1965,10/10/1997,1/1/9999,Senior Staff,Marketing
30695,Gudjon,Majewski,1/8/1965,10/26/1999,1/1/9999,Senior Engineer,Development
30552,Yishai,Terlouw,1/18/1965,9/19/1986,1/7/1999,Senior Engineer,Development
30484,Sailaja,Chvatal,1/11/1965,5/18/1999,1/1/9999,Staff,Sales
30465,Randi,Avouris,1/28/1965,7/16/1986,1/1/9999,Engineer,Development
30182,Leon,Potthoff,1/26/1965,12/8/1985,1/1/9999,Senior Engineer,Development
30154,Mayuko,Skafidas,1/26/1965,4/19/1999,1/1/9999,Technique Leader,Development
30035,Tetsushi,Conta,1/8/1965,7/4/1995,1/1/9999,Senior Staff,Research
30007,Kousuke,Vecchio,1/24/1965,2/23/1990,1/1/9999,Engineer,Production
29954,Pranay,Giarratana,1/27/1965,9/29/1992,1/1/9999,Senior Engineer,Production
29782,Jouko,Hellwagner,1/29/1965,10/23/2000,1/1/9999,Senior Engineer,Production
29679,Kolar,Steenbeek,1/17/1965,10/18/1986,1/1/9999,Senior Engineer,Development
29418,Valery,Mersereau,1/22/1965,7/1/1998,1/1/9999,Assistant Engineer,Production
29380,Satoru,Vidal,1/30/1965,5/2/1998,1/1/9999,Assistant Engineer,Production
29265,Gilbert,Calkin,1/14/1965,3/21/1988,1/1/9999,Staff,Customer Service
29130,Xumin,Thorensen,1/6/1965,4/26/1998,1/1/9999,Staff,Marketing
28988,Tua,Giveon,1/18/1965,9/9/1998,1/1/9999,Technique Leader,Production
28974,Chenxi,Sundgren,1/9/1965,9/2/1986,1/1/9999,Senior Engineer,Development
28222,Mayuko,Vitiello,1/11/1965,12/22/1993,10/16/1995,Technique Leader,Production
28193,Xinglin,Mitsuhashi,1/29/1965,12/14/1988,1/1/9999,Engineer,Development
27970,KayLiang,Miyakawa,1/12/1965,11/22/1995,2/7/2000,Technique Leader,Production
27767,Tooru,Veldwijk,1/27/1965,11/21/1993,1/1/9999,Senior Staff,Customer Service
27699,Falguni,Pezzoli,1/15/1965,12/23/1996,1/1/9999,Engineer,Production
27686,Manu,Rosiles,1/28/1965,3/3/1998,1/1/9999,Senior Staff,Sales
27620,Shuji,Kandlur,1/25/1965,3/2/1990,1/1/9999,Senior Engineer,Production
27378,Piyawadee,Leppanen,1/28/1965,2/25/1999,1/1/9999,Senior Staff,Finance
27331,Wanqing,Krohm,1/19/1965,1/22/1991,1/1/9999,Senior Staff,Customer Service
27150,Chenyi,Plump,1/6/1965,6/23/1992,5/22/1995,Staff,Sales
26788,Zongyan,Dalphin,1/25/1965,4/23/1988,1/1/9999,Senior Engineer,Development
26671,Jiakeng,Kalorkoti,1/21/1965,12/25/1994,1/1/9999,Senior Engineer,Development
26629,Nevin,Rodham,1/28/1965,12/14/1998,1/1/9999,Senior Staff,Research
26617,Berto,Bruckman,1/6/1965,11/23/1991,3/27/1994,Engineer,Development
26503,Shietung,Billingsley,1/27/1965,11/7/1998,12/2/1998,Senior Staff,Sales
26476,Bilhanan,Karcich,1/19/1965,4/9/1996,2/4/1997,Staff,Sales
25488,Ingmar,Basawa,1/19/1965,11/9/1991,1/1/9999,Staff,Research
24571,Cordelia,Gischer,1/20/1965,3/14/1989,1/1/9999,Senior Engineer,Production
24553,Anwar,Passafiume,1/12/1965,1/30/1987,1/1/9999,Staff,Sales
24421,Dannz,Grospietsch,1/10/1965,9/1/1990,10/12/2000,Senior Engineer,Production
24394,Zhonghui,Conta,1/4/1965,9/10/1994,1/1/9999,Staff,Sales
24377,Lubomir,Wroclawski,1/25/1965,7/25/1993,1/1/9999,Senior Engineer,Quality Management
24205,Roddy,Rubsam,1/25/1965,9/19/1993,1/1/9999,Senior Engineer,Development
24189,Abdelaziz,Atrawala,1/16/1965,3/28/1993,2/23/1997,Staff,Research
24080,Jaana,Perez,1/26/1965,3/11/1996,1/1/9999,Technique Leader,Development
